pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,state_name,district_n,subdistric,village_na,place_name,tot_p,p_sc,p_st
20,369,2752,379123,jharkhand,saraikela kharsawan,adityapur gamharia,birampur,birampur,488,0,461
20,369,2752,379124,jharkhand,saraikela kharsawan,adityapur gamharia,udaipur,udaipur,102,0,102
20,369,2752,379125,jharkhand,saraikela kharsawan,adityapur gamharia,mahtabera,mahtabera,491,1,463
20,369,2752,379126,jharkhand,saraikela kharsawan,adityapur gamharia,dumra,dumra,1480,36,468
20,369,2752,379127,jharkhand,saraikela kharsawan,adityapur gamharia,hanribhanga,hanribhanga,538,86,127
20,369,2752,379128,jharkhand,saraikela kharsawan,adityapur gamharia,ghutubera,ghutubera,320,0,96
20,369,2752,379129,jharkhand,saraikela kharsawan,adityapur gamharia,padampur,padampur,349,0,337
20,369,2752,379130,jharkhand,saraikela kharsawan,adityapur gamharia,sitarampur,sitarampur,920,369,471
20,369,2752,379132,jharkhand,saraikela kharsawan,adityapur gamharia,kalikapur,kalikapur,2526,85,338
20,369,2752,379133,jharkhand,saraikela kharsawan,adityapur gamharia,saldih,saldih,1491,123,741
20,369,2752,379134,jharkhand,saraikela kharsawan,adityapur gamharia,balrampur,balrampur,3893,235,605
20,369,2752,379135,jharkhand,saraikela kharsawan,adityapur gamharia,narainpur,narainpur,2278,61,1649
20,369,2752,379136,jharkhand,saraikela kharsawan,adityapur gamharia,jagarnathpur,jagarnathpur,5289,126,74
20,369,2752,379137,jharkhand,saraikela kharsawan,adityapur gamharia,uparbera,uparbera,614,99,7
20,369,2752,379138,jharkhand,saraikela kharsawan,adityapur gamharia,barubad,barubad,62,0,12
20,369,2752,379141,jharkhand,saraikela kharsawan,adityapur gamharia,gonadih,gonadih,55,0,6
20,369,2752,379142,jharkhand,saraikela kharsawan,adityapur gamharia,sarupdih,sarupdih,133,0,133
20,369,2752,379143,jharkhand,saraikela kharsawan,adityapur gamharia,barkatanr,barkatanr,588,258,307
20,369,2752,379144,jharkhand,saraikela kharsawan,adityapur gamharia,jagannathpur,jagannathpur,19,0,11
20,369,2752,379145,jharkhand,saraikela kharsawan,adityapur gamharia,bara hariharpur,bara hariharpur,382,19,280
20,369,2752,379146,jharkhand,saraikela kharsawan,adityapur gamharia,chota hariharpur,chota hariharpur,243,0,101
20,369,2752,379147,jharkhand,saraikela kharsawan,adityapur gamharia,bikanipur,bikanipur,327,0,149
20,369,2752,379148,jharkhand,saraikela kharsawan,adityapur gamharia,gopinathpur,gopinathpur,243,12,166
20,369,2752,379150,jharkhand,saraikela kharsawan,adityapur gamharia,manoharpur,manoharpur,86,0,73
20,369,2752,379151,jharkhand,saraikela kharsawan,adityapur gamharia,beltanr,beltanr,306,0,303
20,369,2752,379152,jharkhand,saraikela kharsawan,adityapur gamharia,patharghora,patharghora,58,0,58
20,369,2752,379153,jharkhand,saraikela kharsawan,adityapur gamharia,nischitpur,nischitpur,148,0,123
20,369,2752,379154,jharkhand,saraikela kharsawan,adityapur gamharia,kendudih,kendudih,258,0,248
20,369,2752,379155,jharkhand,saraikela kharsawan,adityapur gamharia,khakudih,khakudih,96,0,96
20,369,2752,379156,jharkhand,saraikela kharsawan,adityapur gamharia,nimaidih,nimaidih,91,0,91
20,369,2752,379157,jharkhand,saraikela kharsawan,adityapur gamharia,bhaduagora,bhaduagora,405,0,405
20,369,2752,379158,jharkhand,saraikela kharsawan,adityapur gamharia,chora,chora,654,0,654
20,369,2752,379159,jharkhand,saraikela kharsawan,adityapur gamharia,bholadih,bholadih,338,0,169
20,369,2752,379160,jharkhand,saraikela kharsawan,adityapur gamharia,baliguma,baliguma,1088,0,57
20,369,2752,379161,jharkhand,saraikela kharsawan,adityapur gamharia,birbans,birbans,1311,284,155
20,369,2752,379162,jharkhand,saraikela kharsawan,adityapur gamharia,ramjibonpur,ramjibonpur,702,0,159
20,369,2752,379163,jharkhand,saraikela kharsawan,adityapur gamharia,pratappur,pratappur,248,65,183
20,369,2752,379164,jharkhand,saraikela kharsawan,adityapur gamharia,khuchidih,khuchidih,546,0,374
20,369,2752,379165,jharkhand,saraikela kharsawan,adityapur gamharia,hundurbera,hundurbera,81,23,0
20,369,2752,379166,jharkhand,saraikela kharsawan,adityapur gamharia,haridih,haridih,343,23,152
20,369,2752,379167,jharkhand,saraikela kharsawan,adityapur gamharia,dugdha,dugdha,1928,18,675
20,369,2752,379168,jharkhand,saraikela kharsawan,adityapur gamharia,jhurkuli,jhurkuli,664,9,326
20,369,2752,379169,jharkhand,saraikela kharsawan,adityapur gamharia,jhar gaobindpur,jhar gaobindpur,607,0,48
20,369,2752,379170,jharkhand,saraikela kharsawan,adityapur gamharia,pakhurgora,pakhurgora,343,69,207
20,369,2752,379171,jharkhand,saraikela kharsawan,adityapur gamharia,raimasa,raimasa,807,476,136
20,369,2752,379172,jharkhand,saraikela kharsawan,adityapur gamharia,murkum,murkum,1119,29,765
20,369,2752,379173,jharkhand,saraikela kharsawan,adityapur gamharia,udaipur,udaipur,1151,39,389
20,369,2752,379174,jharkhand,saraikela kharsawan,adityapur gamharia,gangia,gangia,788,361,211
20,369,2752,379175,jharkhand,saraikela kharsawan,adityapur gamharia,ujainpur,ujainpur,187,187,0
20,369,2752,379176,jharkhand,saraikela kharsawan,adityapur gamharia,rajgaon,rajgaon,788,288,221
20,369,2752,379177,jharkhand,saraikela kharsawan,adityapur gamharia,jaspur,jaspur,1312,26,282
20,369,2752,379178,jharkhand,saraikela kharsawan,adityapur gamharia,rangatanr,rangatanr,383,3,162
20,369,2752,379179,jharkhand,saraikela kharsawan,adityapur gamharia,nengtasai,nengtasai,1429,55,134
20,369,2752,379180,jharkhand,saraikela kharsawan,adityapur gamharia,chamaru,chamaru,1760,34,273
20,369,2752,379182,jharkhand,saraikela kharsawan,adityapur gamharia,jiwanpur,jiwanpur,627,102,84
20,369,2752,379183,jharkhand,saraikela kharsawan,adityapur gamharia,kolabira,kolabira,1129,92,104
20,369,2752,379184,jharkhand,saraikela kharsawan,adityapur gamharia,tirildih,tirildih,749,298,242
20,369,2752,379185,jharkhand,saraikela kharsawan,adityapur gamharia,saldih,saldih,896,0,15
20,369,2752,379186,jharkhand,saraikela kharsawan,adityapur gamharia,muria,muria,1377,16,149
20,369,2752,379188,jharkhand,saraikela kharsawan,adityapur gamharia,maslewa,maslewa,264,6,199
20,369,2752,379189,jharkhand,saraikela kharsawan,adityapur gamharia,jordina,jordina,1082,0,183
20,369,2752,379190,jharkhand,saraikela kharsawan,adityapur gamharia,jambohal,jambohal,506,35,75
20,369,2752,379191,jharkhand,saraikela kharsawan,adityapur gamharia,hatitand,hatitand,591,102,27
20,369,2752,379192,jharkhand,saraikela kharsawan,adityapur gamharia,chandarpur,chandarpur,1078,144,38
20,369,2752,379193,jharkhand,saraikela kharsawan,adityapur gamharia,donda,donda,708,76,57
20,369,2752,379194,jharkhand,saraikela kharsawan,adityapur gamharia,rangamatia,rangamatia,1482,69,106
20,369,2752,379195,jharkhand,saraikela kharsawan,adityapur gamharia,gura,gura,1251,114,56
20,369,2752,379196,jharkhand,saraikela kharsawan,adityapur gamharia,sindukopa,sindukopa,863,77,35
20,369,2752,379197,jharkhand,saraikela kharsawan,adityapur gamharia,begnadih,begnadih,667,8,13
20,369,2752,379198,jharkhand,saraikela kharsawan,adityapur gamharia,dubrajpur,dubrajpur,308,0,242
20,369,2752,379199,jharkhand,saraikela kharsawan,adityapur gamharia,simalbera,simalbera,577,0,340
20,369,2752,379200,jharkhand,saraikela kharsawan,adityapur gamharia,ramnagar,ramnagar,180,8,164
20,369,2752,379201,jharkhand,saraikela kharsawan,adityapur gamharia,narainpur,narainpur,2107,181,153
20,369,2752,379202,jharkhand,saraikela kharsawan,adityapur gamharia,bejai,bejai,1446,145,157
20,369,2752,379203,jharkhand,saraikela kharsawan,adityapur gamharia,khudidih,khudidih,51,0,8
20,369,2752,379204,jharkhand,saraikela kharsawan,adityapur gamharia,dugni,dugni,2619,454,543
20,369,2752,379205,jharkhand,saraikela kharsawan,adityapur gamharia,nil mohanpur,nil mohanpur,350,1,233
20,369,2752,379206,jharkhand,saraikela kharsawan,adityapur gamharia,sahebganj,sahebganj,488,6,301
20,369,2752,379207,jharkhand,saraikela kharsawan,adityapur gamharia,rengodih,rengodih,83,0,83
20,369,2752,379208,jharkhand,saraikela kharsawan,adityapur gamharia,dhadkidih,dhadkidih,1089,0,340
20,369,2752,379209,jharkhand,saraikela kharsawan,adityapur gamharia,singhpur,singhpur,703,0,0
20,369,2752,379210,jharkhand,saraikela kharsawan,adityapur gamharia,ghagi,ghagi,576,18,39
20,369,2752,379211,jharkhand,saraikela kharsawan,adityapur gamharia,baliposi,baliposi,525,0,0
20,369,2752,379212,jharkhand,saraikela kharsawan,adityapur gamharia,asanbani,asanbani,278,0,98
20,369,2752,379213,jharkhand,saraikela kharsawan,adityapur gamharia,haladbani,haladbani,607,32,75
20,369,2752,379214,jharkhand,saraikela kharsawan,adityapur gamharia,hidibili,hidibili,795,0,564
20,369,2752,379215,jharkhand,saraikela kharsawan,adityapur gamharia,ugma,ugma,117,0,42
20,369,2752,379218,jharkhand,saraikela kharsawan,adityapur gamharia,gohira,gohira,1172,17,88
20,369,2752,379219,jharkhand,saraikela kharsawan,adityapur gamharia,tetoposi,tetoposi,1373,63,70
20,369,2752,379220,jharkhand,saraikela kharsawan,adityapur gamharia,tirintipa,tirintipa,487,0,0
20,369,2752,379221,jharkhand,saraikela kharsawan,adityapur gamharia,jhapragura,jhapragura,661,34,30
20,369,2752,379222,jharkhand,saraikela kharsawan,adityapur gamharia,dadiamara,dadiamara,165,0,165
20,369,2752,379223,jharkhand,saraikela kharsawan,adityapur gamharia,banddih,banddih,855,0,0
20,369,2752,379224,jharkhand,saraikela kharsawan,adityapur gamharia,ramchandarpur,ramchandarpur,305,44,78
20,369,2752,379225,jharkhand,saraikela kharsawan,adityapur gamharia,hardala,hardala,457,0,102
20,369,2752,379226,jharkhand,saraikela kharsawan,adityapur gamharia,thasakpur,thasakpur,69,0,62
20,369,2752,379227,jharkhand,saraikela kharsawan,adityapur gamharia,nua dih,nua dih,194,0,78
20,369,2752,379228,jharkhand,saraikela kharsawan,adityapur gamharia,daraikocha,daraikocha,215,0,72
20,369,2752,379229,jharkhand,saraikela kharsawan,adityapur gamharia,bhalubassa,bhalubassa,218,0,0
20,369,2752,379230,jharkhand,saraikela kharsawan,adityapur gamharia,nata dih,nata dih,280,5,125
20,369,2752,379231,jharkhand,saraikela kharsawan,adityapur gamharia,guna dih,guna dih,258,0,124
20,369,2752,379232,jharkhand,saraikela kharsawan,adityapur gamharia,madhupur,madhupur,432,48,0
20,369,2752,379233,jharkhand,saraikela kharsawan,adityapur gamharia,chota kankra,chota kankra,232,14,12
20,369,2752,379235,jharkhand,saraikela kharsawan,adityapur gamharia,gaurang dih,gaurang dih,185,118,6
20,369,2752,379236,jharkhand,saraikela kharsawan,adityapur gamharia,bara kankra,bara kankra,1202,8,497
20,369,2752,379237,jharkhand,saraikela kharsawan,adityapur gamharia,pora dih,pora dih,308,7,238
20,369,2752,379238,jharkhand,saraikela kharsawan,adityapur gamharia,jaganathpur,jaganathpur,208,0,170
20,369,2752,379239,jharkhand,saraikela kharsawan,adityapur gamharia,nisakpur,nisakpur,160,0,145
20,369,2752,379240,jharkhand,saraikela kharsawan,adityapur gamharia,barhmatand,barhmatand,139,0,139
20,369,2752,379241,jharkhand,saraikela kharsawan,adityapur gamharia,tiunia,tiunia,849,53,3
20,369,2752,379243,jharkhand,saraikela kharsawan,adityapur gamharia,nawa dih,nawa dih,741,18,320
20,369,2752,379244,jharkhand,saraikela kharsawan,adityapur gamharia,chandanpur,chandanpur,306,9,2
20,369,2752,379245,jharkhand,saraikela kharsawan,adityapur gamharia,karangura,karangura,95,0,7
20,369,2752,379247,jharkhand,saraikela kharsawan,adityapur gamharia,ramchandarpur,ramchandarpur,1126,19,380
20,369,2752,379248,jharkhand,saraikela kharsawan,adityapur gamharia,jambera,jambera,213,161,27
20,369,2752,379249,jharkhand,saraikela kharsawan,adityapur gamharia,gopi dih,gopi dih,165,0,65
20,369,2752,379250,jharkhand,saraikela kharsawan,adityapur gamharia,awlatanr,awlatanr,393,0,64
20,369,2752,379251,jharkhand,saraikela kharsawan,adityapur gamharia,birajpur,birajpur,39,0,5
20,369,2752,379252,jharkhand,saraikela kharsawan,adityapur gamharia,kamalpur,kamalpur,58,0,16
20,369,2752,379254,jharkhand,saraikela kharsawan,adityapur gamharia,birdhajpur,birdhajpur,66,0,66
20,369,2752,379255,jharkhand,saraikela kharsawan,adityapur gamharia,jilingbera,jilingbera,903,0,627
20,369,2752,379256,jharkhand,saraikela kharsawan,adityapur gamharia,kamalpur,kamalpur,1274,26,114
20,369,2752,379257,jharkhand,saraikela kharsawan,adityapur gamharia,dudra,dudra,1232,351,94
20,369,2752,379258,jharkhand,saraikela kharsawan,adityapur gamharia,itagarh,itagarh,1812,95,412
20,369,2752,379259,jharkhand,saraikela kharsawan,adityapur gamharia,dhahkidih,dhahkidih,584,0,11
20,369,2752,379260,jharkhand,saraikela kharsawan,adityapur gamharia,nayagarh,nayagarh,1822,145,346
20,369,2752,379261,jharkhand,saraikela kharsawan,adityapur gamharia,basulikocha,basulikocha,303,23,0
20,369,2752,379262,jharkhand,saraikela kharsawan,adityapur gamharia,samram,samram,1084,25,155
20,369,2752,379263,jharkhand,saraikela kharsawan,adityapur gamharia,ujalpur,ujalpur,707,0,81
20,369,2752,379264,jharkhand,saraikela kharsawan,adityapur gamharia,nayadih,nayadih,49,0,49
20,369,2752,379265,jharkhand,saraikela kharsawan,adityapur gamharia,tirla,tirla,1014,0,605
20,369,2752,379266,jharkhand,saraikela kharsawan,adityapur gamharia,koludih,koludih,959,7,543
20,369,2752,379267,jharkhand,saraikela kharsawan,adityapur gamharia,basurda,basurda,1085,60,141
20,369,2752,379268,jharkhand,saraikela kharsawan,adityapur gamharia,bastandih,bastandih,182,0,36
20,369,2752,379269,jharkhand,saraikela kharsawan,adityapur gamharia,parbatipur,parbatipur,294,0,20
20,369,2752,379270,jharkhand,saraikela kharsawan,adityapur gamharia,dhatkidih,dhatkidih,626,0,274
20,369,2752,379271,jharkhand,saraikela kharsawan,adityapur gamharia,kumharea,kumharea,457,0,439
20,369,2752,379272,jharkhand,saraikela kharsawan,adityapur gamharia,mahuldih,mahuldih,531,61,274
20,369,2752,379273,jharkhand,saraikela kharsawan,adityapur gamharia,amdih,amdih,144,0,0
20,369,2752,379274,jharkhand,saraikela kharsawan,adityapur gamharia,tirildih,tirildih,475,112,26
20,369,2752,379275,jharkhand,saraikela kharsawan,adityapur gamharia,chota jamjora,chota jamjora,445,30,263
20,369,2752,379276,jharkhand,saraikela kharsawan,adityapur gamharia,bandih,bandih,157,0,149
20,369,2752,379277,jharkhand,saraikela kharsawan,adityapur gamharia,bamdih,bamdih,327,0,229
20,369,2752,379278,jharkhand,saraikela kharsawan,adityapur gamharia,bindapur,bindapur,820,1,602
20,369,2752,379279,jharkhand,saraikela kharsawan,adityapur gamharia,ukam,ukam,423,0,365
20,369,2752,379280,jharkhand,saraikela kharsawan,adityapur gamharia,bara jamjora,bara jamjora,896,0,749
20,369,2752,379281,jharkhand,saraikela kharsawan,adityapur gamharia,daraimach,daraimach,309,0,8
20,369,2752,379282,jharkhand,saraikela kharsawan,adityapur gamharia,jaikam,jaikam,1092,6,65
20,369,2752,379283,jharkhand,saraikela kharsawan,adityapur gamharia,sobhapur,sobhapur,774,1,22
20,369,2752,379284,jharkhand,saraikela kharsawan,adityapur gamharia,pagrodihi,pagrodihi,292,0,33
20,369,2752,379285,jharkhand,saraikela kharsawan,adityapur gamharia,dighi,dighi,369,1,78
20,369,2752,379286,jharkhand,saraikela kharsawan,adityapur gamharia,adityapratappur,adityapratappur,355,0,354
20,369,2752,379287,jharkhand,saraikela kharsawan,adityapur gamharia,,kandra,8157,891,624
20,369,2752,379288,jharkhand,saraikela kharsawan,adityapur gamharia,,chota gamahria,7505,167,700
20,369,2752,801801,jharkhand,saraikela kharsawan,adityapur gamharia,,adityapur,174355,8843,24104
20,369,2753,379289,jharkhand,saraikela kharsawan,saraikela,poradih,poradih,192,0,191
20,369,2753,379290,jharkhand,saraikela kharsawan,saraikela,kalajor,kalajor,313,0,313
20,369,2753,379291,jharkhand,saraikela kharsawan,saraikela,konamarcha,konamarcha,238,0,237
20,369,2753,379292,jharkhand,saraikela kharsawan,saraikela,uperbera,uperbera,364,12,239
20,369,2753,379293,jharkhand,saraikela kharsawan,saraikela,hudu,hudu,809,23,550
20,369,2753,379294,jharkhand,saraikela kharsawan,saraikela,kuanrdahi,kuanrdahi,278,1,10
20,369,2753,379295,jharkhand,saraikela kharsawan,saraikela,tirildih,tirildih,152,0,152
20,369,2753,379296,jharkhand,saraikela kharsawan,saraikela,tumsa,tumsa,487,0,483
20,369,2753,379297,jharkhand,saraikela kharsawan,saraikela,palobera,palobera,287,10,245
20,369,2753,379298,jharkhand,saraikela kharsawan,saraikela,hatnada,hatnada,362,0,285
20,369,2753,379299,jharkhand,saraikela kharsawan,saraikela,kasida,kasida,120,0,110
20,369,2753,379300,jharkhand,saraikela kharsawan,saraikela,jankipur,jankipur,188,0,187
20,369,2753,379301,jharkhand,saraikela kharsawan,saraikela,junglikhas,junglikhas,236,0,192
20,369,2753,379302,jharkhand,saraikela kharsawan,saraikela,mahadebpur,mahadebpur,906,0,487
20,369,2753,379303,jharkhand,saraikela kharsawan,saraikela,chorok pathar,chorok pathar,494,0,493
20,369,2753,379304,jharkhand,saraikela kharsawan,saraikela,baldeopur,baldeopur,87,0,0
20,369,2753,379305,jharkhand,saraikela kharsawan,saraikela,sakladih,sakladih,339,0,243
20,369,2753,379306,jharkhand,saraikela kharsawan,saraikela,panarol,panarol,310,0,305
20,369,2753,379307,jharkhand,saraikela kharsawan,saraikela,santipur,santipur,80,0,28
20,369,2753,379308,jharkhand,saraikela kharsawan,saraikela,madhupur,madhupur,119,0,65
20,369,2753,379309,jharkhand,saraikela kharsawan,saraikela,bhalupahari,bhalupahari,553,8,177
20,369,2753,379310,jharkhand,saraikela kharsawan,saraikela,juritand,juritand,129,0,28
20,369,2753,379311,jharkhand,saraikela kharsawan,saraikela,rangamatia,rangamatia,181,1,124
20,369,2753,379312,jharkhand,saraikela kharsawan,saraikela,sobhapur,sobhapur,254,1,202
20,369,2753,379313,jharkhand,saraikela kharsawan,saraikela,dhadkidih,dhadkidih,376,8,76
20,369,2753,379314,jharkhand,saraikela kharsawan,saraikela,lakarbadi,lakarbadi,526,0,0
20,369,2753,379315,jharkhand,saraikela kharsawan,saraikela,chaitanpur,chaitanpur,352,0,340
20,369,2753,379316,jharkhand,saraikela kharsawan,saraikela,gangpur,gangpur,267,4,164
20,369,2753,379317,jharkhand,saraikela kharsawan,saraikela,sindri,sindri,769,2,402
20,369,2753,379318,jharkhand,saraikela kharsawan,saraikela,gopinathpur,gopinathpur,580,4,327
20,369,2753,379319,jharkhand,saraikela kharsawan,saraikela,domjori,domjori,346,146,150
20,369,2753,379320,jharkhand,saraikela kharsawan,saraikela,raghunathpur,raghunathpur,207,0,44
20,369,2753,379321,jharkhand,saraikela kharsawan,saraikela,ulidih,ulidih,431,0,23
20,369,2753,379322,jharkhand,saraikela kharsawan,saraikela,mundatand,mundatand,869,0,526
20,369,2753,379323,jharkhand,saraikela kharsawan,saraikela,bhadradih,bhadradih,52,0,50
20,369,2753,379324,jharkhand,saraikela kharsawan,saraikela,mahitpur,mahitpur,1174,71,220
20,369,2753,379325,jharkhand,saraikela kharsawan,saraikela,serengda,serengda,203,0,28
20,369,2753,379326,jharkhand,saraikela kharsawan,saraikela,padampur,padampur,277,0,177
20,369,2753,379327,jharkhand,saraikela kharsawan,saraikela,gopalpur,gopalpur,314,1,307
20,369,2753,379328,jharkhand,saraikela kharsawan,saraikela,kursonpur,kursonpur,364,7,357
20,369,2753,379329,jharkhand,saraikela kharsawan,saraikela,ranka kocha,ranka kocha,430,6,267
20,369,2753,379330,jharkhand,saraikela kharsawan,saraikela,sowanpur,sowanpur,426,349,71
20,369,2753,379331,jharkhand,saraikela kharsawan,saraikela,sohandih,sohandih,706,83,18
20,369,2753,379332,jharkhand,saraikela kharsawan,saraikela,khatuakudar,khatuakudar,211,32,29
20,369,2753,379334,jharkhand,saraikela kharsawan,saraikela,kusnopur,kusnopur,517,26,0
20,369,2753,379335,jharkhand,saraikela kharsawan,saraikela,chitadih,chitadih,147,6,47
20,369,2753,379336,jharkhand,saraikela kharsawan,saraikela,padampur,padampur,444,0,409
20,369,2753,379337,jharkhand,saraikela kharsawan,saraikela,dungridih,dungridih,138,0,110
20,369,2753,379338,jharkhand,saraikela kharsawan,saraikela,bhalaidih,bhalaidih,523,0,97
20,369,2753,379339,jharkhand,saraikela kharsawan,saraikela,palasdih,palasdih,218,0,86
20,369,2753,379340,jharkhand,saraikela kharsawan,saraikela,bordih,bordih,374,0,1
20,369,2753,379342,jharkhand,saraikela kharsawan,saraikela,uperdungi,uperdungi,730,38,9
20,369,2753,379343,jharkhand,saraikela kharsawan,saraikela,ukri,ukri,548,213,197
20,369,2753,379344,jharkhand,saraikela kharsawan,saraikela,jojo,jojo,664,42,497
20,369,2753,379345,jharkhand,saraikela kharsawan,saraikela,kamalpur,kamalpur,2651,0,85
20,369,2753,379346,jharkhand,saraikela kharsawan,saraikela,sidma,sidma,624,0,122
20,369,2753,379347,jharkhand,saraikela kharsawan,saraikela,koira,koira,399,235,12
20,369,2753,379348,jharkhand,saraikela kharsawan,saraikela,kadambera,kadambera,402,18,379
20,369,2753,379349,jharkhand,saraikela kharsawan,saraikela,kanchanpur,kanchanpur,158,0,0
20,369,2753,379350,jharkhand,saraikela kharsawan,saraikela,banksai,banksai,540,220,9
20,369,2753,379351,jharkhand,saraikela kharsawan,saraikela,begnadih,begnadih,159,38,0
20,369,2753,379352,jharkhand,saraikela kharsawan,saraikela,birdadih,birdadih,67,0,0
20,369,2753,379353,jharkhand,saraikela kharsawan,saraikela,surmali,surmali,651,7,184
20,369,2753,379354,jharkhand,saraikela kharsawan,saraikela,mohulpani,mohulpani,96,0,0
20,369,2753,379355,jharkhand,saraikela kharsawan,saraikela,ghoralang,ghoralang,759,65,296
20,369,2753,379356,jharkhand,saraikela kharsawan,saraikela,guradih,guradih,190,1,124
20,369,2753,379357,jharkhand,saraikela kharsawan,saraikela,naraindih,naraindih,465,1,134
20,369,2753,379358,jharkhand,saraikela kharsawan,saraikela,rengodih,rengodih,272,0,1
20,369,2753,379359,jharkhand,saraikela kharsawan,saraikela,jagarnathpur,jagarnathpur,507,0,28
20,369,2753,379360,jharkhand,saraikela kharsawan,saraikela,dhadkidih,dhadkidih,499,175,124
20,369,2753,379361,jharkhand,saraikela kharsawan,saraikela,huringdih,huringdih,193,1,183
20,369,2753,379362,jharkhand,saraikela kharsawan,saraikela,mahali murup,mahali murup,562,10,434
20,369,2753,379363,jharkhand,saraikela kharsawan,saraikela,murup,murup,1242,9,189
20,369,2753,379364,jharkhand,saraikela kharsawan,saraikela,dasiadih,dasiadih,346,0,166
20,369,2753,379365,jharkhand,saraikela kharsawan,saraikela,hatia,hatia,766,14,95
20,369,2753,379366,jharkhand,saraikela kharsawan,saraikela,lakhodih,lakhodih,226,61,152
20,369,2753,379367,jharkhand,saraikela kharsawan,saraikela,kendua,kendua,795,44,112
20,369,2753,379368,jharkhand,saraikela kharsawan,saraikela,itakudar,itakudar,1597,61,1014
20,369,2753,379369,jharkhand,saraikela kharsawan,saraikela,dudhi,dudhi,452,0,244
20,369,2753,379370,jharkhand,saraikela kharsawan,saraikela,bundu,bundu,1012,1,814
20,369,2753,379371,jharkhand,saraikela kharsawan,saraikela,hensa,hensa,761,0,427
20,369,2753,379372,jharkhand,saraikela kharsawan,saraikela,digarsahai,digarsahai,186,6,159
20,369,2753,379373,jharkhand,saraikela kharsawan,saraikela,kadamadiha,kadamadiha,92,16,0
20,369,2753,379374,jharkhand,saraikela kharsawan,saraikela,sardabera,sardabera,312,2,265
20,369,2753,379375,jharkhand,saraikela kharsawan,saraikela,gobindpur,gobindpur,1436,364,614
20,369,2753,379376,jharkhand,saraikela kharsawan,saraikela,harua,harua,514,58,371
20,369,2753,379377,jharkhand,saraikela kharsawan,saraikela,kasipur,kasipur,654,74,285
20,369,2753,379378,jharkhand,saraikela kharsawan,saraikela,pandua,pandua,457,141,266
20,369,2753,379379,jharkhand,saraikela kharsawan,saraikela,karandagora,karandagora,321,10,262
20,369,2753,379380,jharkhand,saraikela kharsawan,saraikela,saldih,saldih,262,71,79
20,369,2753,379381,jharkhand,saraikela kharsawan,saraikela,rangpur,rangpur,126,0,10
20,369,2753,379382,jharkhand,saraikela kharsawan,saraikela,kita,kita,282,81,140
20,369,2753,379383,jharkhand,saraikela kharsawan,saraikela,biram chandarpur,biram chandarpur,385,0,331
20,369,2753,379384,jharkhand,saraikela kharsawan,saraikela,bhurkuli,bhurkuli,774,0,194
20,369,2753,379385,jharkhand,saraikela kharsawan,saraikela,deogirisahi,deogirisahi,303,0,265
20,369,2753,379386,jharkhand,saraikela kharsawan,saraikela,dolandih,dolandih,593,0,540
20,369,2753,379387,jharkhand,saraikela kharsawan,saraikela,makundpur,makundpur,117,0,111
20,369,2753,379388,jharkhand,saraikela kharsawan,saraikela,balrampur,balrampur,185,0,184
20,369,2753,379390,jharkhand,saraikela kharsawan,saraikela,pandra,pandra,1033,0,283
20,369,2753,379391,jharkhand,saraikela kharsawan,saraikela,padampur,padampur,74,0,68
20,369,2753,379392,jharkhand,saraikela kharsawan,saraikela,narsinghpur,narsinghpur,179,0,145
20,369,2753,379393,jharkhand,saraikela kharsawan,saraikela,basudebpur,basudebpur,126,0,126
20,369,2753,379395,jharkhand,saraikela kharsawan,saraikela,manki bazar,manki bazar,947,73,115
20,369,2753,379396,jharkhand,saraikela kharsawan,saraikela,kudarsai,kudarsai,594,0,347
20,369,2753,379397,jharkhand,saraikela kharsawan,saraikela,kendumposi,kendumposi,249,0,249
20,369,2753,379398,jharkhand,saraikela kharsawan,saraikela,paralposi,paralposi,327,161,149
20,369,2753,379399,jharkhand,saraikela kharsawan,saraikela,natidi,natidi,158,0,115
20,369,2753,379400,jharkhand,saraikela kharsawan,saraikela,baliposi,baliposi,84,84,0
20,369,2753,379401,jharkhand,saraikela kharsawan,saraikela,barudih,barudih,116,0,116
20,369,2753,379402,jharkhand,saraikela kharsawan,saraikela,patahesel,patahesel,997,0,554
20,369,2753,379403,jharkhand,saraikela kharsawan,saraikela,jilingburu,jilingburu,347,0,325
20,369,2753,379404,jharkhand,saraikela kharsawan,saraikela,mahuldiha,mahuldiha,238,0,230
20,369,2753,379405,jharkhand,saraikela kharsawan,saraikela,hathimara,hathimara,588,0,468
20,369,2753,379406,jharkhand,saraikela kharsawan,saraikela,paharpur,paharpur,559,1,452
20,369,2753,379407,jharkhand,saraikela kharsawan,saraikela,kuri,kuri,530,115,211
20,369,2753,379408,jharkhand,saraikela kharsawan,saraikela,baladbandha,baladbandha,104,0,104
20,369,2753,379410,jharkhand,saraikela kharsawan,saraikela,chengdubi,chengdubi,52,0,52
20,369,2753,379411,jharkhand,saraikela kharsawan,saraikela,dhobadiha,dhobadiha,348,0,347
20,369,2753,379412,jharkhand,saraikela kharsawan,saraikela,pampra,pampra,351,0,215
20,369,2753,379413,jharkhand,saraikela kharsawan,saraikela,lakrapahari,lakrapahari,42,0,35
20,369,2753,379414,jharkhand,saraikela kharsawan,saraikela,bara tengrani,bara tengrani,254,0,90
20,369,2753,379415,jharkhand,saraikela kharsawan,saraikela,chota tengrani,chota tengrani,470,0,137
